大陆全网,#genre#
大陆全网3,#genre#
CCTV2,https://116.77.72.195/streams/d/cctv2/playlist.m3u8
CCTV3,https://116.77.72.195/streams/d/cctv3/playlist.m3u8
CCTV4,http://121.31.30.91:8081/ysten-business/live/cctv-4/1.m3u8#https://116.77.72.195/streams/d/cctv4/playlist.m3u8
CCTV5,https://116.77.72.195/streams/d/cctv5/playlist.m3u8
CCTV5+体育HD,http://157.255.30.97/aliyun3a-live.bestvcdn.com.cn/live/program/live/cctv5phd/2300000/mnf.m3u8
CCTV7,https://116.77.72.195/streams/d/cctv7/playlist.m3u8
CCTV8,https://116.77.72.195/streams/d/cctv8/playlist.m3u8
CCTV9,https://116.77.72.195/streams/d/cctv9/playlist.m3u8
CCTV10,https://116.77.72.195/streams/d/cctv10/playlist.m3u8
CCTV11,https://116.77.72.195/streams/d/cctv11/playlist.m3u8
CCTV12,https://116.77.72.195/streams/d/cctv12/playlist.m3u8
CCTV13,http://39.135.36.142:18890/000000001000/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000021303&owchid=ystenlive&owsid=1106497909461172796&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjht3HVAbnHsmZNUh9hfpXto6CyOW1rkA%2biXZhxwyg0QWyFIN7oKbswdBdf7iWy8vlE
星空卫视,https://116.77.72.195/streams/d/xkws/playlist.m3u8
广东体育,https://116.77.72.195/streams/d/gdty/playlist.m3u8
湖南卫视,https://116.77.72.195/streams/d/hnws/playlist.m3u8
广东卫视,https://116.77.72.195/streams/d/gdws/playlist.m3u8
北京卫视,https://116.77.72.195/streams/d/bjws/playlist.m3u8
浙江卫视,https://116.77.72.195/streams/d/zjws/playlist.m3u8
安徽卫视,https://116.77.72.195/streams/d/ahws/playlist.m3u8
江苏卫视,https://116.77.72.195/streams/d/jsws/playlist.m3u8
天津卫视,https://116.77.72.195/streams/d/tjws/playlist.m3u8
辽宁卫视,https://116.77.72.195/streams/d/lnws/playlist.m3u8
江西卫视,https://116.77.72.195/streams/d/jxws/playlist.m3u8
山东卫视,https://116.77.72.195/streams/d/sdws/playlist.m3u8
东方卫视,https://116.77.72.195/streams/d/dfws/playlist.m3u8
四川卫视,https://116.77.72.195/streams/d/scws/playlist.m3u8
深圳卫视,https://116.77.72.195/streams/d/szws/playlist.m3u8
大陆超清,#genre#
CCTV1高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000210103.m3u8
CCTV2高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203603.m3u8
CCTV3高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203803.m3u8
CCTV4高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204803.m3u8
CCTV5高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000205103.m3u8
CCTV5+高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204503.m3u8
CCTV6高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203303.m3u8
CCTV7高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000510003.m3u8
CCTV8高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203903.m3u8
CCTV9高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000499403.m3u8
CCTV10高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000203503.m3u8
CCTV11高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204103.m3u8
CCTV12高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000202603.m3u8
CCTV13高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV14高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204403.m3u8
CCTV15高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000205003.m3u8
CCTV17高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000204203.m3u8
北京卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000272103.m3u8
江苏卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000295603.m3u8
东方卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000292403.m3u8
浙江卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000295503.m3u8
安徽卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000298003.m3u8
深圳卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000292203.m3u8
湖南卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000296203.m3u8
广东卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000292703.m3u8
黑龙江卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000293903.m3u8
重庆卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000297803.m3u8
辽宁卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000281303.m3u8
四川卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000295003.m3u8
广西卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294203.m3u8
东南卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000292503.m3u8
贵州卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000293303.m3u8
河北卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000293403.m3u8
河南卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000296103.m3u8
湖北卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294503.m3u8
江西卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294103.m3u8
山东卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294803.m3u8
海南卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000291503.m3u8
宁夏卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000285103.m3u8
甘肃卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294603.m3u8
吉林卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000284703.m3u8
青海卫视高清,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294703.m3u8
陕西卫视,http://live-wcloud-cdn.ysp.cctv.cn/tlivecloud-cdn.ysp.cctv.cn/001/2000294403.m3u8
移动蓝光,#genre#
CCTV-2高清,http://223.110.241.206:6610/gitv/live1/G_CCTV-2-HD/G_CCTV-2-HD/
CCTV-3超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-3-HQ/G_CCTV-3-HQ/
CCTV-4超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-4-HQ/G_CCTV-4-HQ/
CCTV-5超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/
CCTV-5+超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ/
CCTV-6超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-6-HQ/G_CCTV-6-HQ/
CCTV-7超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-7-HQ/G_CCTV-7-HQ/
CCTV-8超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-8-HQ/G_CCTV-8-HQ/
CCTV-9超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-9/G_CCTV-9/
CCTV-10超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/
CCTV-11超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ/
CCTV-12超清,http://223.110.241.206:6610/gitv/live1/CCTV-12/CCTV-12/
CCTV-13超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/
CCTV-14超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-14/G_CCTV-14/
CCTV-15超清,http://223.110.241.206:6610/gitv/live1/G_CCTV-15/G_CCTV-15/
CCTV-NEWS,http://223.110.241.206:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS/
CCTV-1蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-1-CQ/G_CCTV-1-CQ/
CCTV-2蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-2-CQ/G_CCTV-2-CQ/
CCTV-3蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-3-CQ/G_CCTV-3-CQ/
CCTV-4蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-4-CQ/G_CCTV-4-CQ/
CCTV-5蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-5-CQ/G_CCTV-5-CQ/
CCTV-5+蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-5PLUS-CQ/G_CCTV-5PLUS-CQ/
CCTV-6蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-6-CQ/G_CCTV-6-CQ/
CCTV-8蓝光,http://223.110.241.206:6610/gitv/live1/G_CCTV-8-CQ/G_CCTV-8-CQ/
湖南卫视超清-8M,http://223.110.241.206:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/
江苏卫视超清,http://223.110.241.206:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
北京卫视超清-8M,http://223.110.241.206:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
浙江卫视超清,http://223.110.241.206:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ/
东方卫视超清-8M,http://223.110.241.206:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
山东卫视超清,http://223.110.241.206:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ/
CIBN,#genre#
生活,sop://api/cibn.php?id=5
军事,sop://api/cibn.php?id=14
真人秀,sop://api/cibn.php?id=17
教育,sop://api/cibn.php?id=20
旅游,sop://api/cibn.php?id=23
嗨播,sop://api/cibn.php?id=31
童学世界,sop://api/cibn.php?id=12
经典剧场,sop://api/cibn.php?id=15
风尚运动,sop://api/cibn.php?id=16
汽车,sop://api/cibn.php?id=21
华语影院,sop://api/cibn.php?id=39
底价秒杀,sop://api/cibn.php?id=91
MV,sop://api/cibn.php?id=183
佳片影院,sop://api/cibn.php?id=197
情感影院,sop://api/cibn.php?id=6
骄阳剧场,sop://api/cibn.php?id=13
健康,sop://api/cibn.php?id=24
流行榜单,sop://api/cibn.php?id=43
家装精选,sop://api/cibn.php?id=92
全电竞,sop://api/cibn.php?id=194
百科实录,sop://api/cibn.php?id=198
喜剧影院,sop://api/cibn.php?id=3
炫佳动漫,sop://api/cibn.php?id=19
微电影,sop://api/cibn.php?id=25
巨星演唱会,sop://api/cibn.php?id=49
美食厨房,sop://api/cibn.php?id=93
热卖推荐,sop://api/cibn.php?id=139
现身说法,sop://api/cibn.php?id=199
院线大片,sop://api/cibn.php?id=10
品质生活,sop://api/cibn.php?id=11
古装剧场,sop://api/cibn.php?id=26
经典音乐,sop://api/cibn.php?id=57
时尚前沿,sop://api/cibn.php?id=200
财经,sop://api/cibn.php?id=7
好莱坞,sop://api/cibn.php?id=8
家居用品,sop://api/cibn.php?id=40
宝岛风情,sop://api/cibn.php?id=201
文化中国,sop://api/cibn.php?id=28
女团专场,sop://api/cibn.php?id=67
老陈坐弹会,sop://api/cibn.php?id=69
好物,sop://api/cibn.php?id=167
艺术院线,sop://api/cibn.php?id=32
音乐综艺,sop://api/cibn.php?id=70
精选古典乐,sop://api/cibn.php?id=193
经典音乐会,sop://api/cibn.php?id=205
电影导视,sop://api/cibn.php?id=1
无线新闻,P2p://lino.homeunix.com:6007/5a562bec0007bfd761a2998e00b83dd5.ts
无线新闻,P2p://lino.homeunix.com:6007/5ad32bdc000b780449ee52022e841cf7.ts
高清翡翠台,P2p://lino.homeunix.com:6007/5ad32c0d0000bbd049ef0eab717740e2.ts
高清翡翠台,P2p://sdgdklwos.finetv.tv:9906/5a562a0b000d7041619b441d562d5ee8.ts
J2开奖台,P2p://lino.homeunix.com:6007/59fd25e80008aaec02a88fc1476f2edf.ts
J2开奖台,P2p://lino.homeunix.com:6007/5ad32b7d000cca4049ecdf4812f47470.ts
无线财经资讯台,P2p://lino.homeunix.com:6007/59fd314f000be93d02d51ae40a3a24e8.ts
无线财经资讯台,P2p://lino.homeunix.com:6007/5ad32aed000d8fa649eaacf716d70340.ts
明珠台,P2p://lino.homeunix.com:6007/59fd0d0a0009323a02476cb020fe16f9.ts
明珠台,P2p://lino.homeunix.com:6007/5ad32b590006aefa49ec511272c5262e.ts
星河频道,P2p://lino.homeunix.com:6007/59fd3f91000c54e4030cccd33c6f6c3c.ts
功夫台,P2p://lino.homeunix.com:6007/5a32174e0001f481d4b0ec8f67f06c2b.ts
viu TV,P2p://lino.homeunix.com:6007/59fd171800092000026eb35003107eef.ts
viu TV,P2p://lino.homeunix.com:6007/5ad32bae0001dd1049ed9be114c818f0.ts
viu 6,P2p://lino.homeunix.com:6007/5b389c92000621bc35b08cbd438b4298.ts
港视31,P2p://lino.homeunix.com:6007/5b1ea0dc000bba59d03063fa2f1a513c.ts
港视32,P2p://lino.homeunix.com:6007/5b1ea120000af380d0316d6b59657817.ts
天映频道,P2p://lino.homeunix.com:6007/5b2f1ee9000d3e3d109cc71f4b240eb3.ts
天映经典,P2p://lino.homeunix.com:6007/5b2e01c400098d0f0c42edad22c37385.ts
全佳,P2p://lino.homeunix.com:6007/5b2c7b9d000cafb7064ee62073b5429d.ts
小太阳,P2p://lino.homeunix.com:6007/5b2c879d000424bd067dc3ee45d96446.ts
欢喜台,P2p://lino.homeunix.com:6007/5b2c86ff000b8df6067b5ca240b93635.ts
双星,P2p://lino.homeunix.com:6007/5b2f26bb000f257c10bb53ec280e5f3f.ts
AEC,P2p://lino.homeunix.com:6007/5b2c873100007ef4067c1d2352642785.ts
AOD,P2p://lino.homeunix.com:6007/5b2c8894000eb34506818b752bbe53c4.ts
Discovery科学频道,P2p://lino.homeunix.com:6007/59fd166e000c7533026c1c1b4bf23d6b.ts
Discovery动力频道,P2p://lino.homeunix.com:6007/59fd2846000cb99902b1cffa3bb33abb.ts
国家地理People,P2p://lino.homeunix.com:6007/59fd2804000a86bb02b0cd8e6fa14a15.ts
Discovery Asia,P2p://lino.homeunix.com:6007/59fd15f7000e7852026a4bd030284bc8.ts
Discovery,P2p://lino.homeunix.com:6007/59fcf587000c4fc201eb95c324ea0953.ts
地理野生频道,P2p://lino.homeunix.com:6007/59fd082b000c6ca7023466633fed4c93.ts
澳门莲花卫视,P2p://lino.homeunix.com:6007/5acb8740000253a62c1307843e7c4bc3.ts
TVBS新闻台,P2p://lino.homeunix.com:6007/59fd096d0003aa9702394e013b6206a2.ts
三立新闻,P2p://lino.homeunix.com:6007/59fd08fd000707490237995b3c9f2775.ts
壹电视新闻,P2p://lino.homeunix.com:6007/59fd08ad000509c00236604f613b08e7.ts
非凡新闻,P2p://lino.homeunix.com:6007/59fd05f30007004f022bba4b77671d93.ts
年代新闻,P2p://lino.homeunix.com:6007/5a56230e0004af51617ff5935a3e292e.ts
民视新闻台,P2p://lino.homeunix.com:6007/59fd05930008403b022a439a3b9b7401.ts
东森新闻,P2p://lino.homeunix.com:6007/5a1427ee0009fb195fc1064a3af652d1.ts
东森财经新闻,P2p://lino.homeunix.com:6007/59fd1f94000ee56d028fd937397b7e63.ts
寰宇新闻频道,P2p://lino.homeunix.com:6007/59fd2b5e0006d13802bde4340bc41e87.ts
寰宇新闻二台,P2p://lino.homeunix.com:6007/5a142744000f25045fbe6f82276e0d88.ts
台视新闻台,P2p://lino.homeunix.com:6007/59fd299b00054a3002b7020e67d657e3.ts
中视新闻台,P2p://lino.homeunix.com:6007/59fd2282000219b8029b479b6fc21d86.ts
中天新闻,P2p://lino.homeunix.com:6007/59fd05020006070602280c953c2545e6.ts
国兴卫视,P2p://lino.homeunix.com:6007/59fd0565000d04390229912232d21634.ts
东森幼幼,P2p://lino.homeunix.com:6007/5a32188e00095e2bd4b5d0737fe325f5.ts
风云足球,P2p://lino.homeunix.com:6007/59fd0bbb000185ff02424e24243823ca.ts
travel,P2p://lino.homeunix.com:6007/59fd0b9100084afb0241abca38654efa.ts
CINEMAX,P2p://lino.homeunix.com:6007/59fd0b0b00042603023f9f5023951856.ts
fashiontv,P2p://lino.homeunix.com:6007/59fd0add000221eb023eeb130f1c4195.ts
NHK WORLD,P2p://lino.homeunix.com:6007/59fd0a09000c3214023bb18461b51f7a.ts
JET 综合&年代MUCH,P2p://lino.homeunix.com:6007/59fd054a00006c030229246e6fa27a75.ts
中天亚洲台,P2p://lino.homeunix.com:6007/59fd05260002b0730228985b2c380c8a.ts
Baby TV 英语,P2p://lino.homeunix.com:6007/59fd088b000b59000235dd256d3d4ad5.ts
星卫电影台,P2p://lino.homeunix.com:6007/59fd086a00072cbb02355b236c4a3fcb.ts
美亚电影台,P2p://lino.homeunix.com:6007/59fd08470008d4d60234d2d92e65644c.ts
东森电影,P2p://lino.homeunix.com:6007/59fd0cab0008230a0245f94a229777bd.ts
卫视电影台,P2p://lino.homeunix.com:6007/59fd0369000ea5750221d12f32a532b8.ts
CHC 动作电影,P2p://lino.homeunix.com:6007/59fd25c800060e1102a812154e343f18.ts
CHC 家庭影院,P2p://lino.homeunix.com:6007/59fd25b000031edb02a7b38a6a5d0696.ts
CHC 高清电影,P2p://lino.homeunix.com:6007/59fd0b3f0002084d024069e339cc1997.ts
好莱坞电影,P2p://lino.homeunix.com:6007/5a141b66000b4be65f90135822b40e43.ts
靖洋戏剧台,P2p://lino.homeunix.com:6007/59fd259600089bb202a74f6123416e8d.ts
亚洲旅游台,P2p://lino.homeunix.com:6007/59fd0809000909e90233e0b820d34ea5.ts
ELTA体育1,P2p://lino.homeunix.com:6007/59fd07ba000a4d260232ac6f507c5a84.ts
龙华洋片,P2p://lino.homeunix.com:6007/59fd07650001a79102315e34781149f3.ts
博斯高球Ⅱ,P2p://lino.homeunix.com:6007/59fd073b0000c2280230b9e6743b0ab3.ts
美食星球,P2p://lino.homeunix.com:6007/59fd07190004a07d0230361f798d3b15.ts
壹电视综合,P2p://lino.homeunix.com:6007/59fd06f600087a21022fae61787f061c.ts
中视经典,P2p://lino.homeunix.com:6007/59fd09bd0002ab6d023a86337415321a.ts
中视,P2p://lino.homeunix.com:6007/59fd06ac000555a7022e8c862ebc1019.ts
台视,P2p://lino.homeunix.com:6007/59fd099c00008ebf023a04ce64d57ff4.ts
华视,P2p://lino.homeunix.com:6007/59fd068a0005f99e022e07d55c2f581d.ts
华视教育文化,P2p://lino.homeunix.com:6007/59fd23240005c9a4029dc1561885012e.ts
民视,P2p://lino.homeunix.com:6007/59fd230300046dc8029d402053e02fbf.ts
民视台湾台,P2p://lino.homeunix.com:6007/59fd0670000decc5022da459628c3d1a.ts
公视,P2p://lino.homeunix.com:6007/59fd0656000e66cd022d3ee840ad175d.ts
公视3,P2p://lino.homeunix.com:6007/5ac5da01000d09fc15e6046427920804.ts
中天综合,P2p://lino.homeunix.com:6007/59fd04bc00059d610226fb164a845fa5.ts
中天娱乐,P2p://lino.homeunix.com:6007/59fd049e0006fb6e0226863427c16955.ts
卫视中文台,P2p://lino.homeunix.com:6007/59fd0394000660a0022277050be47b46.ts
八大第一台,P2p://lino.homeunix.com:6007/59fd22540006fb57029a95244a947e57.ts
八大综合,P2p://lino.homeunix.com:6007/59fd22220005cbed0299d18627a207f7.ts
八大戏剧,P2p://lino.homeunix.com:6007/59fd21c7000edfe70298706f2ef217c7.ts
TVBS欢乐台,P2p://lino.homeunix.com:6007/59fd20ae000635720294248563346fd6.ts
纬来日本.,P2p://lino.homeunix.com:6007/5bc8a92100047ccf6299e01b2aac4b86.ts
纬来体育.,P2p://lino.homeunix.com:6007/5a141bab0009ca9c5f91208265721808.ts
纬来戏剧,P2p://lino.homeunix.com:6007/59fd20190002fb090291ddb256d73759.ts
纬来育乐,P2p://lino.homeunix.com:6007/59fd26ad000978f002ab917848d22993.ts
纬来精彩,P2p://lino.homeunix.com:6007/5ac5d68600012bae15d868ee776c7fe2.ts
东森戏剧,P2p://lino.homeunix.com:6007/59fd17a500022c250270d8533c186ce9.ts
东森洋片,P2p://lino.homeunix.com:6007/59fd17860002b83302705f6a03a560d2.ts
东森综合,P2p://lino.homeunix.com:6007/5a141ade0007bc435f8dff2d5b3453d7.ts
Disney 迪士尼,P2p://lino.homeunix.com:6007/59fd1766000a51cc026fe44f425c5788.ts
大爱一台,P2p://lino.homeunix.com:6007/59fd173e0004273a026f46886dde4613.ts
History,P2p://lino.homeunix.com:6007/59fd16f900060059026e396d395f3348.ts
CNN 美国有线电视新闻网,P2p://lino.homeunix.com:6007/59fd16db000b5f05026dc5a57b516fdb.ts
BBC,P2p://lino.homeunix.com:6007/59fd16bc000f2550026d4d870b85516d.ts
采昌影剧台,P2p://lino.homeunix.com:6007/59fd15cc000cd7cc0269a36a466420ca.ts
OUTDOOR,P2p://lino.homeunix.com:6007/59fd15a600029d6902690c5b552d077d.ts
HBO Family 温馨家庭,P2p://lino.homeunix.com:6007/59fd152900015243026723c45811069b.ts
HBO Hits 强档巨献,P2p://lino.homeunix.com:6007/59fd22e50004a1f8029ccaff41480126.ts
FOX ,P2p://lino.homeunix.com:6007/59fd14cf000321f60265c4a24ca93407.ts
FOX CRIME,P2p://lino.homeunix.com:6007/59fd14ae0007a794026544e32f606291.ts
FOX 优质影院,P2p://lino.homeunix.com:6007/59fd246a0009125502a2bba01b0f4bf5.ts
FOX 家庭影院,P2p://lino.homeunix.com:6007/59fd229f000615aa029bb9ed79916213.ts
FOX SPORTS 3,P2p://lino.homeunix.com:6007/59fd0ab7000ca0d6023e595351427583.ts
卫视西片,P2p://lino.homeunix.com:6007/59fd1475000301e1026465123e2e3650.ts
CHANNEL NEWSASIA,P2p://lino.homeunix.com:6007/5a56d833000e41286443908c2a501e55.ts
Bloomberg,P2p://lino.homeunix.com:6007/59fd143600049ec602636f67016a7ce1.ts
卫视合家欢,P2p://lino.homeunix.com:6007/59fd14190000e1040262fd2560d91f69.ts
CNBC,P2p://lino.homeunix.com:6007/59fd13fa000e6ccb026287884cf4343a.ts
ALJAZEERA,P2p://lino.homeunix.com:6007/5acb89f900027bd72c1daa3b4a4268c8.ts
DW-TV,P2p://lino.homeunix.com:6007/59fd139d000070db026118a63259113d.ts
TV5,P2p://lino.homeunix.com:6007/59fd1365000b6205026040b545ac325b.ts
靖天日本,P2p://lino.homeunix.com:6007/59fd2893000bff8802b2fc847a9852a6.ts
亚洲美食,P2p://lino.homeunix.com:6007/59fd27e40007382002b04fb323e85206.ts
EYETV旅游,P2p://lino.homeunix.com:6007/59fd27c4000cb3b102afd41b5cc4003d.ts
FX 福克斯影视,P2p://lino.homeunix.com:6007/59fd279b000c06e702af33d47d4c770a.ts
三立都会台,P2p://lino.homeunix.com:6007/59fd20f5000e6b4602953c0079210fd1.ts
三立戏剧台,P2p://lino.homeunix.com:6007/59fd274c0001400d02adfc6d23452c25.ts
三立综合台,P2p://lino.homeunix.com:6007/59fd27240003732f02ad60c95d8e10a7.ts
三立台湾.,P2p://lino.homeunix.com:6007/5a1425f00009bfad5fb93e0a6f7070c4.ts
CatchPlay,P2p://lino.homeunix.com:6007/59fd26e9000849d802ac7b8a43f34f6a.ts
ELTA综合,P2p://lino.homeunix.com:6007/59fd26ca00086abe02ac0272796720c5.ts
FRANCE 24（English）,P2p://lino.homeunix.com:6007/59fd268900088bbe02ab049910f0530f.ts
龙华动画,P2p://lino.homeunix.com:6007/59fd26690002a01402aa86134bf26468.ts
动物星球,P2p://lino.homeunix.com:6007/59fd254500042de102a611e03cd83fa7.ts
CN 卡通,P2p://lino.homeunix.com:6007/59fd24f00005da6c02a4c6456cf31e13.ts
MOMO亲子台,P2p://lino.homeunix.com:6007/5a3b9d400006e7bcf9e47334508c3038.ts
tvN,P2p://lino.homeunix.com:6007/59fd248e000a1aa502a3488f618b6de7.ts
今日俄罗斯,P2p://lino.homeunix.com:6007/5acb88f40000e1422c19ae4624f1680c.ts
美国高尔夫频道,P2p://lino.homeunix.com:6007/59fd23c0000c1e7f02a0245c6964058b.ts
博斯无限,P2p://lino.homeunix.com:6007/59fd149100031ddf0264d2721a4e5126.ts
靖天卡通台,P2p://lino.homeunix.com:6007/59fd38e0000de06a02f2a9c951a975a6.ts
MTV 音乐台,P2p://lino.homeunix.com:6007/59fd38c4000c84ed02f23c1b626a19ac.ts
龙华戏剧,P2p://lino.homeunix.com:6007/59fd38840006b53d02f14094613f7615.ts
博斯足球,P2p://lino.homeunix.com:6007/59fd3861000ae97702f0b8f522337286.ts
寰宇综合,P2p://lino.homeunix.com:6007/59fd383a000db1c102f021590c272f6e.ts
BabyFirst,P2p://lino.homeunix.com:6007/59fd381b000ea26202efa87f74c25153.ts
靖天戏剧台,P2p://lino.homeunix.com:6007/59fd36f80009b75202eb367f603a273f.ts
EYETV戏剧,P2p://lino.homeunix.com:6007/59fd35bd00061f9e02e6671d60d7011c.ts
MTV LIVE 音乐现场,P2p://lino.homeunix.com:6007/59fd338800019be502ddc6ec066c3089.ts
曼迪日本台,P2p://lino.homeunix.com:6007/59fd3343000561bb02dcba5e474715ac.ts
靖天国际台,P2p://lino.homeunix.com:6007/59fd32c800056a3402dad9e646096d29.ts
smart知识台,P2p://lino.homeunix.com:6007/59fd32970005fa4002da1a9d12c87a7d.ts
fyi,P2p://lino.homeunix.com:6007/59fd32500009ea1902d9064f0d2c0edc.ts
BBC earth 地球频道,P2p://lino.homeunix.com:6007/59fd3223000ee20302d857cf1a981663.ts
BBC生活频道,P2p://lino.homeunix.com:6007/59fd320000071ba102d7cd137e585878.ts
CHINA MOVIE,P2p://lino.homeunix.com:6007/59fd31940007515202d627434d991d4f.ts
